1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48
GARS	22.62551308	19.15205765	21.44614029	22.58299828	22.30516052	22.46121407	23.06871223	22.15143394	22.49022865	23.08279419	23.28630257	24.10181427	22.31481743	21.13595963	23.40470695	21.60598373	20.03144836	22.80819321	22.28813553	22.93881798	22.64948082	22.18322754	22.0832653	22.52238655	23.17032433	23.06282806	22.28514671	22.86761284	22.96245193	22.63154221	22.18513489	22.40986824	24.22493935	19.9457016	22.15307426	20.73614693	22.87929153	22.80760384	22.49811554	22.83483887	22.38036346	22.81632233	22.75861549	21.93214607	22.30268097	21.80577469	23.27099037	19.11865425
TMPO	25.5864048	25.63275719	25.87623978	24.81274414	24.24597549	24.63234138	25.0972805	25.41289902	25.95004654	21.66778374	25.00607491	23.98667717	26.02966309	27.18735313	22.68846321	25.78912735	25.90884781	24.57166862	24.84718513	24.5937748	24.71858215	25.92886162	25.25655937	22.94166756	24.25198174	20.10282135	24.84450531	23.76101303	24.6122303	25.84078979	26.25120544	24.54303551	22.89222908	25.63956261	25.68522644	26.86230659	22.78320694	24.81538391	23.92632866	24.31962013	23.99869156	25.66006088	25.2940731	25.12324905	26.42135239	26.28852272	22.15662766	23.12286186
AKR1C3	22.59395599	20.16197777	19.46175003	21.69874382	20.94999695	21.95542717	19.20377159	21.86955261	20.87222481	20.65938187	19.59369278	21.86408424	19.46773529	20.34959793	20.10592461	19.92751884	20.0495472	22.04119682	19.78126144	22.41418457	21.88810921	21.87829971	22.09706306	22.61739731	19.8282032	22.72922516	22.42902756	22.06611824	19.53403282	20.27851677	19.66628075	22.03194046	21.21068954	19.81245232	19.05472374	19.36152077	20.84590721	20.09553337	21.85521126	21.80483055	20.20925713	20.13305664	20.44492531	21.47010612	19.74570274	19.82404518	20.11678314	21.56532478
SLC1A3	20.27606201	22.21320724	21.26102829	23.6227684	24.23103333	20.08094597	23.11813164	22.16870308	20.08815765	24.15784645	20.13818169	22.35882568	19.25282097	19.86094856	22.75166512	19.12296104	18.92573166	21.99355125	23.2819252	20.23341751	19.41699028	21.48488045	21.01089287	24.10109329	22.74484634	21.68002892	19.38893127	23.53338432	19.39013481	22.49308968	20.10967064	20.44714546	23.32154846	19.7085228	20.32749748	20.70795059	24.20030212	19.85605621	19.28064537	20.57108498	23.56139183	20.54072762	21.45598793	19.84844017	20.33889389	19.84762001	24.27291298	19.03352737
PAFAH1B1	22.52659416	21.80013657	21.68833542	22.15483665	22.68711853	20.83213615	21.5859127	22.5895977	21.94578171	21.79974174	22.16585541	22.08176994	22.11136627	22.7280426	23.31063461	22.7207756	22.9700222	22.40844345	22.46657562	22.50823593	22.626894	22.19300842	21.98707581	22.35885239	22.72810364	23.0656414	22.0719223	22.71791458	19.9691391	22.49419022	21.62760735	22.39608002	22.78366661	19.50382042	20.29104805	20.14643097	21.07783699	21.42485809	21.86098099	19.84781837	19.66133881	19.84625816	22.00113297	21.58274651	20.92655563	19.6656971	21.76854324	20.66898346
DCC	19.73275375	20.11072922	20.01106834	22.75940704	22.95567513	22.87496567	23.55730629	23.23289299	20.88005638	21.193964	23.04566956	23.06266403	19.57734489	20.00504684	20.38771439	19.03206253	19.55364418	23.11564255	19.7569294	23.25594711	23.23024178	20.35741234	20.3605938	22.06177521	22.95516014	22.96951294	23.01683998	23.88380814	19.5835247	22.97928238	19.33276558	22.20502472	23.14067841	20.96198654	20.74876213	21.16846275	19.8783989	20.95166969	23.799366	22.50470161	23.68163872	19.98131371	20.68086052	20.38376617	20.59410095	21.23952484	19.89841652	22.62135887
MATR3	24.36959457	23.73861504	23.6327858	23.89568901	23.68965912	24.70704079	24.20388985	24.06652832	23.60523796	22.88650894	24.75485992	24.54386139	25.81904602	25.22132874	23.97438812	25.57536697	25.01512146	24.92497063	24.5135231	24.89541245	24.02360725	24.42713547	24.61093521	23.63311768	24.74883461	23.37212181	24.78636169	24.31118965	26.05003166	24.29445839	24.88282967	25.02647972	24.03942299	25.9096489	25.05312347	25.11652374	24.30438232	25.79540825	24.49996567	24.5148468	25.23538589	24.21955872	24.32099724	23.80449486	23.91415215	24.03086472	23.25364113	23.75948906
RANBP1	24.05622673	23.16838264	23.16767883	22.79546738	23.29151154	22.77988625	23.63865089	20.46593094	24.40334129	22.51188278	22.65298462	23.22776222	22.64618683	24.27454948	22.63502312	22.97267151	19.68789291	22.65757179	23.07950974	22.76135635	23.96278763	24.34840775	19.81922722	19.77877617	22.59361458	23.01855659	19.66958427	22.34478378	22.75615311	20.50998878	20.74021912	22.87376404	22.28655624	20.06067848	22.73444366	23.6145916	20.47067451	19.3871994	20.15062332	20.98813248	22.5086956	23.02845383	22.10587883	20.96654701	24.50839233	23.4836998	21.89252472	20.72673035
VDAC2	22.89727974	22.77279663	22.91756058	23.42943573	22.94879532	23.0738678	22.76245308	23.72972298	23.09945679	24.12257767	23.06440926	22.39037132	26.095047	24.83291817	25.99701118	24.69429016	25.31177902	22.72102737	23.13204193	22.81286049	23.01661873	23.12806511	22.2014389	22.66854095	22.97957802	22.74264908	23.49191666	22.29782104	24.33224297	22.9392128	22.86048889	23.29726028	23.7204628	24.21200562	24.32477951	24.58003426	24.4534359	24.73479652	24.54521751	24.15869331	23.91342163	24.08577919	23.59274864	23.30117416	23.00216484	23.27582932	24.17744446	23.44227791
USP5	25.11251259	24.95681953	25.11561012	24.8912468	25.19842911	24.41209221	25.21011162	25.06739044	24.87262726	25.05953217	24.91870689	25.17146301	23.70651436	23.72525597	24.65485382	24.03321838	24.08399582	24.94802094	25.20217133	25.21785927	25.29953384	25.21660042	24.76557159	25.2313633	25.20489883	25.44246674	24.5323143	24.38429642	24.75093079	24.88878632	24.56709099	24.27810097	24.72707558	24.78276825	24.42713547	24.32202911	25.24905396	25.14347649	25.26892281	24.72114182	24.24474144	24.64669228	24.65916252	24.44101143	24.62834167	24.29052734	24.34401131	24.96208191
CRK	23.44594383	22.78244781	22.91774368	23.28178215	22.99834633	22.86644363	23.10283852	22.56825066	22.87019348	22.88310051	23.533741	23.35380173	23.15895462	23.23482323	22.60580254	23.07043266	23.67809677	23.8469944	23.21940994	22.88086128	23.03664398	23.37212181	23.00199318	23.13051796	23.12595558	23.01616096	23.49277306	23.36652946	22.66557312	22.75615311	23.46587944	23.51304054	23.16230965	23.21830177	23.28121758	22.67577362	23.3013134	23.60048103	23.52850342	23.64976501	23.37928009	22.98747635	23.28883934	22.25081062	23.14760399	22.63851929	23.00566292	23.73717117
BAG6	20.16937065	19.84096146	20.26302147	20.93876457	19.7855587	20.10083008	20.14146805	20.79288864	19.59113884	20.04391479	20.82143211	20.65140915	20.58057785	20.90242195	20.8022213	20.840765	20.281353	21.16269302	20.07863617	19.49468803	19.19274902	19.61610603	19.65674782	20.4792347	20.66769791	20.82834435	20.00262833	20.25709534	20.00190544	19.38858414	19.38660431	20.96063232	19.2890625	20.4890728	19.69012833	20.96897125	19.97128677	20.67391205	20.32923889	20.05047989	19.77287674	20.32103539	20.50850487	20.70046806	20.61860847	21.13064766	19.75309944	19.45697594
NSF	23.1669426	21.80506706	21.61018181	23.47691917	24.04918098	22.69822693	22.22449684	21.81835365	20.55177879	24.97097015	21.84391212	23.22558594	23.47047997	22.14332771	25.50330544	23.20070648	23.50930023	22.69898987	23.26112366	23.52575874	23.00261116	21.13081741	23.36959457	24.83716011	24.16184807	25.42736053	23.67551422	23.84038162	22.93084717	21.99272346	20.21915817	23.3543396	24.52013397	22.33976364	21.58586693	20.48267174	24.71858215	22.5775013	24.29101944	22.86063957	22.74030304	22.34865189	23.06874466	23.40392685	20.15500641	21.86672592	25.14930344	24.52067375
RPL27A	21.22239876	19.59702873	18.97806549	19.8611908	23.61829376	19.54994392	23.06238365	23.21516418	18.79084396	20.91901588	23.32704353	23.36385918	23.39793396	19.91562462	19.83394432	19.80900192	23.76708794	20.91274071	19.13644218	19.74219704	20.63781357	23.07830429	19.57816124	19.7988224	19.73692513	22.66958046	23.45625877	19.03984642	23.68088913	20.39236641	23.72785568	23.60523796	23.42854309	19.88895035	20.10851097	21.70261955	20.44577217	20.72115898	21.45686722	21.36286545	19.64855003	21.71355247	20.22834015	21.68372345	23.60681915	23.25954247	19.832901	19.52415466
RPL5	20.92069626	20.50644684	20.58725357	20.08919716	20.05241776	22.83441353	21.93653679	23.02955055	22.78494644	20.32562447	22.6673069	22.36262894	22.66103363	20.64666367	20.46096802	23.32306099	22.81291962	20.97339439	19.59532547	19.69889259	22.19273758	19.28439522	20.38654518	21.14820099	19.7667141	19.4058094	22.68688393	19.33459854	23.78046608	20.19263077	18.99378204	23.10485649	22.60569	19.98559761	20.3500843	20.14213562	20.02271652	19.56818581	19.52145576	20.82469559	19.6021347	19.72986794	20.22720146	20.01631737	20.7527771	23.11357689	19.84210205	20.37944794
RPS9	24.26327324	24.50875473	24.67626762	24.78331757	25.35803413	25.81611824	25.00465965	25.54450989	25.11378479	24.99325752	25.22225189	24.70435143	25.88953018	25.24822044	24.00324631	25.11314774	25.25774574	25.1120739	24.85908508	24.81421089	24.79317665	24.83402824	25.27717781	24.49838448	24.88054276	23.77293777	25.42021179	25.62061691	26.59405899	25.81967926	25.962677	26.17327499	25.50606346	25.71306038	24.38508606	24.77741051	24.82381439	25.16760254	24.63699341	24.83831406	25.29603577	24.96243477	25.66098595	25.61582565	25.5991478	25.93391037	25.04481125	25.13703918
RPS5	22.82114029	22.91674042	23.69285393	19.09469986	23.64405441	23.46687508	23.8646698	24.76050568	24.59610748	22.43068695	23.95020294	23.29963875	24.1820755	23.40093422	19.88514328	24.03515053	22.89456177	22.76789665	23.16522598	23.37451172	23.83557129	23.00482368	24.12581253	21.3448925	23.20271111	21.74176407	23.73200226	23.17502403	24.73101807	23.0835247	24.43669701	24.14374924	23.46961021	24.78341675	24.05117416	23.14559937	22.7495594	24.24365234	23.50893784	23.44379616	23.52790833	22.68358994	19.93628311	24.44259453	25.08626556	25.07246971	23.37185669	23.76526833
RPS10	24.24459648	24.66231728	24.83879662	24.52701187	23.7644577	24.79109001	24.13281059	24.4373951	25.33609772	23.8111763	23.78915215	23.72463226	24.4599514	24.81362534	23.11767197	23.69189644	23.59388733	23.63344955	24.40008736	24.59023666	24.32717896	24.79064369	24.72728348	24.09087563	23.92759514	23.17551231	24.28538513	23.77011681	24.78146744	24.76202583	24.72868538	23.93544006	23.61245537	25.29112434	24.9488678	25.52378654	23.97797203	24.24307251	23.89568901	23.75185013	23.74570847	24.18215179	24.4045105	24.4396801	25.19970322	25.32663155	23.6276741	23.44543839
MAP1B	29.04447746	28.64729118	28.64605522	29.00313759	29.1762886	29.22191048	29.32064056	29.2007885	28.61118889	28.80946541	29.45573807	29.70046425	29.32257652	28.50039864	28.95704079	28.78194237	29.39829826	29.33257675	28.97177696	29.8071804	29.36206245	29.12366486	29.25676155	29.10990906	29.72041702	30.23500633	29.33502769	29.55687523	29.31386757	29.47072792	28.5354538	29.45689392	29.90253639	29.41441727	28.31354332	27.81194878	28.66817284	29.61187553	29.55817223	28.86428452	29.02244759	28.64924431	28.87023735	28.81799698	29.16861153	28.28082848	29.38121223	30.08588028
IQGAP1	22.03580475	21.3155632	22.54999542	21.60503387	22.04636955	20.92440987	23.28573799	22.61024857	23.53824806	19.1771431	21.84018898	20.08355713	19.54345131	20.99865723	21.47570801	19.88329697	19.22262573	22.39076424	22.59957504	19.52730751	22.58545494	23.45010376	21.84011269	20.74057198	19.81985855	20.52511406	19.53377533	19.49443054	20.10162163	20.0428772	22.31102371	18.61504364	20.40102005	20.85741615	20.44342995	21.59368324	20.18978691	21.31917	20.15313721	19.94380951	20.39529991	20.87528038	23.42943573	23.48209953	21.04893112	22.03241158	20.45740318	19.56160927
CAPZA2	26.09675789	25.78773308	25.66822815	26.12835312	26.11445999	25.91945839	26.12837219	26.23222351	25.71643829	25.74201202	26.15651512	26.27042007	25.49838448	25.55754089	25.06282806	25.40850067	25.56007957	26.02028275	25.95184898	25.92175102	26.04120064	25.93008041	25.59613609	25.87574768	25.93395615	25.67863274	25.9622364	25.97648811	25.95549011	26.1028347	25.86502266	26.45133018	26.38523483	26.2240181	26.04974174	25.69850731	26.16104126	26.37041092	26.08050346	25.92739296	25.88822937	25.78813171	26.3639431	26.16614723	26.43041039	25.92926788	26.12324905	26.46783829
CAPZB	23.32044601	23.05912018	20.80059814	19.81611252	20.56416512	22.79608154	23.71701431	22.96595955	23.52635574	23.5135231	23.2920742	23.97928238	23.69721031	24.63101006	23.85576439	24.17295074	24.12612915	23.72608757	22.72633743	23.74170303	23.0324955	22.97575188	23.67863274	23.53516579	19.09268951	23.87773705	23.59696198	23.68880463	19.74677086	23.7164917	23.6502037	23.83865166	23.85281372	20.95955658	19.7025032	23.58416939	22.99800301	20.34734535	22.63993263	23.13960266	23.51219559	23.57727051	20.58600998	23.59877968	22.55966568	23.57484818	20.47315788	22.80591393
RPL29	21.73731422	20.73929214	21.96130371	21.86831093	21.61297226	21.9961071	22.09248924	21.88490868	21.66079521	21.5118103	21.7621479	21.34375381	24.08383369	22.44488335	19.3237896	21.91954422	21.60855865	21.45773697	21.72021294	21.77756119	21.76364899	21.81842995	19.23051834	21.49740982	21.54434586	21.2151947	21.50503922	19.85634232	21.83452988	21.6120739	21.93062973	21.45266914	21.02823448	21.99920654	21.91415215	21.66292572	20.10292435	21.68995667	21.21803665	21.7015934	19.58273697	20.44404793	21.27213097	21.53791618	19.93048668	21.95688057	21.01862335	19.9967804
ATP5O	23.92614746	23.74734879	23.94458389	23.46326256	23.57299805	23.73179626	22.98497581	23.58817863	23.26083565	24.73928452	23.30632973	23.05102348	23.99222183	23.19031334	24.54816246	23.86391258	23.54380226	23.54663086	24.03624153	23.37012672	23.40885735	23.44884491	23.70081139	24.15058136	23.50942039	23.36559677	24.36739731	24.20836258	24.32560158	23.83662987	23.60399437	23.79372215	24.20396423	23.3543396	23.08854675	23.38297844	23.18857956	22.81303787	23.62299156	22.98137283	23.17581558	23.16132545	23.6531601	24.59832573	23.69932938	23.8576622	25.02242279	24.00307465
PREP	22.7815876	22.08307076	21.76166153	19.9111824	22.6102047	22.69727325	22.89224625	22.48524857	21.93091965	20.3379097	22.82597923	22.57364655	21.77052116	21.04046059	22.55894279	19.58486938	18.99324608	19.67672729	18.39747238	22.31437492	22.43981934	21.85684586	19.4669857	19.81325722	22.7442112	22.65859604	19.91621399	20.75319099	18.76289749	19.65235329	21.57902145	19.33579636	22.55826378	20.00086403	20.61406708	20.73197937	19.46277046	19.79133415	20.12017441	20.74549294	20.97738075	20.1046505	20.87690353	20.12799835	21.60927963	21.83584023	19.1169281	19.73153305
PIP4K2A	21.89936447	22.0891304	22.19778633	20.56087112	19.07090759	20.4235363	19.73270798	21.96961784	19.65441322	20.83082199	19.96106911	22.97833824	22.49203873	18.92839432	19.88064957	19.82485771	21.91746902	22.82625008	22.27926254	22.6370163	22.25813484	20.86016083	20.26531982	19.46879959	22.72791672	21.85521126	22.73345184	22.74330711	20.07992554	20.42612267	19.4328537	22.59489059	20.45779991	20.43012619	19.62599182	20.70955658	21.85817528	19.80679321	22.51890945	20.57883072	20.00863647	21.07165718	19.81249619	22.14014816	19.50050545	22.26493454	21.75490952	21.28696632
ARCN1	20.87696075	20.82354355	19.84835815	20.48460197	20.04252815	19.14426422	20.13120842	19.89974213	19.1854763	21.28008461	21.4403019	21.36602402	22.07358932	21.09235954	19.8692894	21.98085022	20.66511917	21.47377777	21.24696159	21.34959602	21.30033684	20.21520615	20.28584099	20.93960381	21.29479599	19.57726479	20.57007217	21.40327644	21.38637543	20.04909706	21.03939056	21.34380722	21.16956139	18.92199516	19.66286278	20.22246361	20.87552452	19.72650719	19.45228958	19.96478271	20.32504082	20.1097126	20.28258896	20.51651001	19.82399368	20.93857574	21.07725525	20.38419151
GSS	21.40426445	18.57736397	20.3820076	20.2984333	23.26842308	19.77695084	24.00453186	22.1624794	22.72993088	21.61562347	23.6129055	22.54769135	21.01726532	20.9217968	23.43160629	18.8549099	23.29726028	23.2469902	21.47748756	22.60521507	22.67751503	20.11982918	20.84995461	21.59121895	20.49482346	23.25810623	22.98678207	23.31202126	22.36188126	20.08591652	22.41377068	24.05713654	23.05708694	22.08825684	22.37031364	19.78681564	20.72708702	23.32649422	22.16545677	22.63176346	23.27965927	21.72966003	22.89966011	23.666008	20.09246254	20.93459129	19.91780663	22.10951805
CCT5	24.16936111	24.22604179	24.58857918	24.12652206	24.49136543	25.76686096	25.06685638	24.5909214	24.7774601	24.30626106	24.69683838	24.49466515	23.96657562	24.18842888	24.0146122	23.4497261	23.05784798	23.61133003	24.61846161	25.40246391	24.97451973	24.83146858	24.41034698	23.68699074	25.01064873	24.68699074	24.35312843	24.30305862	24.53082657	22.90315819	23.69985962	23.25493813	22.93971443	23.51267815	23.63798904	23.79084206	23.07125092	23.68367577	23.38179016	23.81509209	23.59911919	23.0940361	23.06131363	23.68688393	23.83903694	23.4636364	23.50627518	22.4642849
NES	26.17630386	26.64526367	27.84505653	26.20060158	26.96565247	22.58833885	26.16939926	26.89353943	27.81683731	24.52235031	25.48557472	24.54845619	22.42301178	25.12297249	23.45663452	24.38613892	24.04310036	26.27150726	27.02685928	25.62694931	27.28665543	26.66397285	27.06537819	24.28693771	25.53647041	24.88338852	25.88513565	26.53421593	22.39126205	26.10535622	27.71816444	24.17827988	24.59440041	22.20782661	24.8749733	26.52874184	21.19243813	22.32476425	21.13589668	24.40444565	25.69848251	24.99507141	25.99317169	27.35825348	26.61428261	26.93314552	23.46836662	24.53368187
IDH2	19.20255661	24.19129372	19.51622772	22.8031559	22.20508385	23.21019363	21.80092621	23.00917053	23.72878838	22.33941078	23.33633614	23.88026237	24.0161438	23.32237434	24.16706657	22.94899178	22.8426075	19.5789814	22.77231407	22.73886108	23.21445274	22.3649826	21.91805267	22.06375122	23.2734127	23.65796471	22.93957138	23.41931152	22.00068665	24.18805122	23.83932495	22.29069519	21.94188309	22.27284241	18.8950367	19.01665688	22.10165405	19.46998215	22.61029434	23.46126366	20.83029938	20.60914612	22.5933857	23.73241615	23.46525574	19.82839775	23.53599548	23.79461479
MARCKSL1	25.07781601	25.16465187	25.00470352	24.16943741	24.06513214	25.00847054	25.3036499	24.89490318	24.32752228	23.98189545	25.15363884	24.97233009	25.60862541	25.19038963	24.35319519	25.3237133	26.00433922	24.44953728	24.71853065	25.31924057	25.18427277	25.19756889	25.57351875	24.60834312	25.49060059	25.20052719	24.87834549	24.83224297	24.75857544	25.17679787	24.46805763	24.95557785	24.59849548	24.99152946	25.70453644	25.23976135	24.691576	26.42338943	25.07316399	24.5994606	25.6477356	25.45522499	23.12985802	24.0134201	24.78141785	24.89518166	23.82259941	24.22346687
ALDH9A1	23.9501133	23.87801933	23.95064735	22.92887878	23.39832687	21.99102783	23.39126205	24.03548622	24.07341003	23.17328644	22.83643723	22.42534447	19.12100029	22.08238792	22.85646629	22.06509972	21.72538185	22.67727852	23.29614067	22.51342583	23.63389397	23.47246361	22.50375557	22.93914032	22.70087433	22.06526375	22.26959419	23.02766228	21.46393585	23.7090416	23.71376801	22.02337074	22.41361618	20.98620796	22.23855972	22.00302315	22.79229355	22.02593994	20.33983803	23.81743622	22.8615303	23.06320763	24.33694839	23.67130852	22.78526497	22.53969193	23.28686714	22.99261856
RPL34	20.07348633	20.23230934	19.59679222	19.34232903	21.79629898	22.43229485	22.48017693	20.12634659	20.80691719	20.66958809	19.71385384	20.11580276	22.93544006	22.85897255	22.15496063	22.89613342	20.65139198	18.92329025	20.8206234	22.48524857	22.60200119	22.46179008	22.50908279	20.13360596	20.32015038	22.15770721	20.78596115	19.41174889	22.9529953	19.59738541	22.37901497	19.10958099	19.93143082	19.76755714	19.63288689	20.59772873	20.14862442	19.75517464	21.37692451	19.83070946	22.92860794	20.59453964	20.02331924	22.49818802	20.6727066	23.19680977	19.24804688	20.52033806
FASN	25.09462357	23.89790726	23.52683258	24.37119102	24.69035149	24.83475113	24.79728889	25.25320816	23.92931175	25.02762032	24.58003426	25.47537422	23.35272408	21.84126472	25.55435181	23.50542831	23.70661926	24.7577095	24.94436073	25.82250214	25.17873573	23.74437523	25.4402504	26.06186104	26.05413818	26.76787186	25.51086998	25.43233871	25.34533119	25.54807281	23.37398148	25.47165871	26.32321548	23.85224342	22.9629631	23.1553154	23.91150284	23.96604919	24.77147865	23.79193497	24.30834579	23.78984833	23.65447235	24.77369308	23.95916557	24.00769997	24.97241783	25.04168129
CCT3	25.08675194	25.18309784	25.2617321	25.29059792	25.04176521	24.9647274	25.21859741	25.5002079	24.60941505	24.53984642	25.24310875	25.24223518	24.94462967	24.74103355	24.44752121	24.68549347	24.91186905	25.32981682	25.25219727	25.56627846	24.9629631	25.87904739	25.58482933	24.9916153	25.40217018	25.27049255	25.61419868	25.39819527	25.56497002	25.50069427	25.12900162	25.51141167	25.3436718	25.0921669	23.78486633	24.51568985	24.30424118	24.52145195	24.90802383	25.23487473	24.66703606	24.41738129	24.96851158	24.93449593	24.91314697	25.52378654	24.64696693	24.54397964
TUFM	18.8466053	21.51955795	21.63178635	22.17523766	21.3020668	21.20878029	19.72275734	20.96190453	20.76295853	22.16790771	20.5747776	19.95900536	22.97288132	21.24661255	24.88212967	21.40202713	22.0229969	21.45075798	21.01651764	21.16545677	20.91137505	20.01657104	20.79732895	21.91929054	20.44242859	20.83861351	22.14226913	21.17041588	21.55595016	20.40187073	19.72055435	21.0290451	21.2803669	22.18104362	21.92821121	20.0025692	22.74378014	21.61943626	21.41781998	23.3566246	22.43109512	21.50930023	21.12559319	22.09706306	19.7384243	19.75102425	21.50013542	22.16974449
AMPH	19.88952446	19.97806168	19.29863739	23.21031189	23.45976448	21.29980278	20.29128647	20.71404839	19.92212105	24.01069069	20.7114315	20.47815323	22.478302	19.94358826	24.51237679	22.34954262	22.93673515	23.23507118	23.24096298	23.35164642	19.18150139	18.80646706	22.91007614	24.49185562	23.32512283	24.0587883	23.41712379	24.16614723	20.90772438	19.94278336	20.34738541	23.89993668	25.07185555	19.22465515	19.8098259	20.55023003	24.07675743	19.98057175	19.78849983	20.47532082	20.93575478	21.53438759	19.95597267	19.40511894	19.70789719	20.71967506	24.31982613	24.10269547
ALDH7A1	22.61304092	23.12885284	22.69374657	20.98707771	22.27503395	19.1806736	22.68510818	23.70229149	23.00538826	22.19589424	22.58090782	21.42531776	20.93207359	22.47909164	21.76170158	22.1585083	21.1487999	20.03274727	22.96077347	19.25524521	22.93876457	22.77233315	22.90628052	23.08780289	20.32908249	21.27702141	23.24923515	22.33289909	19.24029922	19.31479836	19.64740181	21.5549202	20.58871269	20.40501213	20.44587135	20.09548187	22.69548988	21.84571266	20.1418457	20.66158104	20.18111992	20.47462273	22.97249603	22.96766663	23.58233261	23.60817528	22.96870422	21.21366692
AARS	22.48704147	22.13376617	22.27900696	21.28709221	22.44121361	19.41379929	21.90312195	22.45236778	22.38044357	22.7842865	21.82127571	21.71611404	18.92720604	20.92317581	21.87788773	21.35466194	21.54618454	22.8102932	22.79024506	22.70503807	22.80569649	22.70621872	22.14314079	23.12523079	22.59135628	22.89967728	21.83449173	22.96142769	21.26356125	22.20606804	22.73254013	22.91018486	22.97012711	19.6326046	21.18204498	21.69557571	22.77315903	19.28359604	22.28359222	21.885355	22.22843742	21.24836731	21.99289513	21.78044701	21.43517113	22.15786171	21.72696114	20.13292122
SARS	23.8454628	24.14973068	24.1898613	23.55484962	23.76991463	23.94395828	24.41428757	25.1025753	23.70345497	23.96692848	24.17477989	23.43669701	23.3194828	23.17027855	23.77645683	23.51797295	23.71617699	23.72088051	23.74447823	24.04568481	23.90288162	24.54191399	23.6831398	23.8094101	23.99066353	23.71910477	23.79243279	23.10221481	23.43478966	24.4470787	23.64118958	24.08115387	24.36559677	20.04268646	20.41434479	20.78738594	23.69848251	23.48946953	20.33696175	23.29921913	22.93135262	21.12856102	24.09329414	23.68634987	24.51514816	24.36332512	24.46138954	24.34935379
PSMB3	23.17198944	22.85220528	22.83503151	22.95785522	22.90809631	22.81858635	22.83101463	20.74895096	22.86617851	22.88453484	23.25695419	23.19959831	19.39118958	19.40913963	22.28948593	19.4421463	20.05451393	23.57045364	23.2886982	23.21350479	23.16410637	23.02089691	23.11456299	23.40950394	23.32361031	23.23831177	22.5125103	22.76761436	20.41019058	23.46650124	20.01928902	24.69173622	23.77132607	22.64746284	20.38721085	19.57848167	20.61108971	22.67708588	22.82374573	22.81681061	22.86319542	19.66055107	21.24246025	23.03296661	23.25925636	22.96102142	22.92332077	23.3558197
PSMB2	22.79171753	21.4864521	21.45312119	19.97945213	22.35847664	20.71766281	20.41000175	21.01835251	21.19520378	21.80494881	20.27647781	20.22231102	19.84792328	19.15802193	19.98469353	20.42757034	19.78840256	22.86130333	22.61265755	21.37337112	22.37830162	22.17767334	19.60591125	20.56803322	22.72315407	22.33856773	19.62139893	23.34353638	22.03476334	21.47283554	20.03926659	21.25199509	22.64790154	22.27736282	21.10354424	18.57962799	22.97007561	22.12401581	22.816576	22.44063187	22.39675903	20.47528267	23.15157318	21.43078995	21.81835365	20.08300018	21.50319672	19.9585495
MCM2	23.61571312	23.1468277	23.27980042	19.67517662	19.59680557	19.90028191	23.10797119	23.20078087	23.64482498	19.44713402	20.23719978	19.29051399	18.96172714	22.24588776	19.79875374	22.38798141	19.12544823	20.51280594	22.66769791	20.54485703	23.24638176	23.08399582	21.40716934	20.52425575	22.26599312	20.05274391	20.10287285	19.98302841	19.31537437	22.94981194	22.90212822	19.24512672	19.1646328	19.01508522	22.3155632	22.89345169	19.79609871	20.24651718	20.70560265	20.00893021	19.90297127	19.79935646	22.24368095	20.73218536	23.07525635	23.17686653	20.12148857	20.82999992
HINT1	23.50857353	19.11568642	23.41002274	23.0945034	23.6012764	23.10477638	23.21871567	23.6421814	23.94966888	23.75867653	23.1309433	23.62354851	24.90692329	25.22504997	25.17012596	25.37105942	25.5716114	23.60885048	23.88920403	23.55074692	23.4691124	23.31395912	23.61694717	23.69402313	23.0277462	24.1810894	22.81546211	22.76379013	23.89744568	23.93192863	23.60840034	23.81967926	23.58060837	23.94779778	24.04159737	24.17188263	24.14195824	24.11433983	24.29656029	23.81889915	23.65676498	23.60070801	22.5397625	22.94663811	23.40950394	23.16729546	23.2334919	23.7507267
NDUFV1	20.7528019	20.44238281	19.89813042	19.78158379	20.91896248	21.05158806	19.3523674	19.31710434	19.68220901	22.30195618	20.90387917	19.91180611	21.11120605	19.91944122	23.50336647	19.05148506	20.37095451	20.7160778	20.39766693	20.68499947	19.70388794	20.22454643	19.97011757	19.8403759	20.80852699	19.52881813	19.93335342	19.64828491	21.37724304	19.8134346	20.41404343	21.34120369	19.81570244	20.66764069	20.00543022	20.929142	21.84563637	19.29672813	20.61198425	20.14333725	21.37220192	20.11738968	19.36256981	19.84525871	20.98623085	20.19347191	22.00140762	20.5860157
GSK3A	20.9794178	20.03835106	19.93349075	19.50136566	19.98965454	20.52241707	20.15764809	20.33532524	19.88338661	19.9001255	20.70885277	21.25597572	21.42270279	18.91558838	21.28551292	21.460289	21.37522888	20.19008827	20.65762901	20.24467087	19.53459358	20.34291267	20.51436424	20.75113297	18.96510696	19.97854233	19.64482307	19.81335831	20.08379555	19.79853058	19.34458351	20.90880394	21.47045517	19.78735542	19.32454109	20.5615654	21.19704819	21.95176888	22.48897934	20.23332024	19.9506321	20.58744621	20.76957512	20.08939171	20.07528114	20.00184631	19.259552	18.37672043
